source_name,source_link,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,country_name,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,longitude,latitude,Date,Time,year,month
Hindustan Times,http://www.hindustantimes.com/punjab/jandk/4-more-bodies-retrieved-from-mudslide/article1-1270692.aspx,25km,mudslide,downpour,medium,unknown,41.0,0.0,,India,Kashmir,1242.0,Kūd,13.26792,75.1466,33.0677,2014-09-07,00:00:00,2014,9
The Tribune Pakistan,http://tribune.com.pk/story/1085549/othar-nala-landslide-six-more-bodies-pulled-out/,50km,landslide,unknown,large,unknown,23.0,0.0,,Pakistan,Khyber Pakhtunkhwa,0.0,Dasu,3.40211,73.3197,35.311,2016-04-03,00:00:00,2016,4
tribuneindia,http://www.tribuneindia.com/2008/20080815/himachal.htm#1,unknown,complex,monsoon,medium,unknown,,,,India,Himachal Pradesh,40283.0,Solan,10.1903,77.12,31.0,2008-08-14,00:00:00,2008,8
Greater Kashmir,http://aboutkashmir.com/news/2015/Apr/4/weather-improves-but-highway-remains-closed-53.asp,10km,landslide,continuous_rain,small,other,0.0,0.0,,India,Kashmir,14711.0,Kupwāra,14.79291,74.4203,34.0604,2015-04-03,00:00:00,2015,4
www.kashmirtimes.in,http://www.kashmirtimes.in/newsdet.aspx?q=21471,50km,landslide,downpour,medium,unknown,,,,India,Kashmir,28197.0,Pūnch,0.43376,74.0967,33.7705,2013-08-14,00:00:00,2013,8
Tribune,http://www.tribuneindia.com/news/himachal/landslides-block-dharamsala-road/119012.html,1km,landslide,rain,medium,above_road,0.0,0.0,,India,Himachal Pradesh,19540.0,Dharmsāla,2.59687,76.3194,32.1967,2015-08-11,23:00:00,2015,8
articles.timesofindia,http://articles.timesofindia.indiatimes.com/2011-08-10/rajkot/29871537_1_heavy-rainfall-assistant-commandant-crpf,5km,landslide,downpour,medium,unknown,0.0,,,India,Rajasthan,24981.0,Ābu,0.2478,72.7169,24.5958,2011-08-09,00:00:00,2011,8
indianexpress,http://www.indianexpress.com/news/Rains--landslides-disrupt-Amarnath-Yatra-again/812403/,unknown,landslide,downpour,medium,unknown,0.0,,,India,Kashmir,37475.0,Leh,69.92219,76.826,34.1491,2011-07-03,00:00:00,2011,7
sify.com,http://sify.com/news/floods-landslides-kill-300-in-pakistan-news-international-kh4sLGeiffa.html,10km,landslide,downpour,large,unknown,49.0,,,Pakistan,Khyber Pakhtunkhwa,0.0,Alpūrai,18.05938,72.7541,35.049,2010-07-30,00:00:00,2010,7
rediff,http://www.rediff.com/news/2008/aug/11kota.htm,50km,landslide,rain,medium,unknown,2.0,,,India,Rajasthan,763088.0,Kota,16.52868,75.72,25.08,2008-08-10,00:00:00,2008,8
Tribune,http://www.tribuneindia.com/news/himachal/landslides-block-dharamsala-road/119012.html,10km,landslide,monsoon,medium,above_road,0.0,0.0,,India,Himachal Pradesh,19540.0,Dharmsāla,4.28042,76.3075,32.1764,2015-08-12,09:00:00,2015,8
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/landslides-suspend-chardham-yatra/786379.html,5km,landslide,rain,medium,unknown,0.0,,,India,Himachal Pradesh,4191.0,Theog,5.68093,77.3913,31.0766,2011-08-07,00:00:00,2011,8
Business Standard,http://www.business-standard.com/article/pti-stories/express-train-stuck-for-hours-due-to-mudslide-114090700007_1.html,25km,mudslide,downpour,medium,other,0.0,0.0,,India,Kashmir,80447.0,Udhampur,4.47713,75.0922,32.9411,2014-11-07,00:00:00,2014,11
indianexpress,http://www.indianexpress.com/news/landslides-avalanches-hit-kashmir;-three-dead/912870,25km,landslide,downpour,medium,unknown,0.0,,,India,Kashmir,48551.0,Kathua,0.32689,75.5227,32.3682,2012-02-15,00:00:00,2012,2
usa.chinadaily.com.cn,http://usa.chinadaily.com.cn/china/2013-01/13/content_16108915.htm,5km,landslide,rain,medium,unknown,1.0,,,Pakistan,Khyber Pakhtunkhwa,0.0,Dasu,6.39203,73.2235,35.2746,2013-01-12,00:00:00,2013,1
Islamic Republic News Agency,http://www.irna.ir/en/news/view/menu-234/0607035680142307.htm,5km,landslide,rain,large,unknown,23.0,,,Pakistan,Azad Kashmir,0.0,Athmuqam,6.0825,73.8319,34.5625,2007-07-02,00:00:00,2007,7
prokerala,http://www.prokerala.com/news/articles/a172607.html,25km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,40283.0,Solan,8.44767,77.1792,30.9546,2010-10-04,00:00:00,2010,10
FluTrackers,http://www.flutrackers.com/forum/showthread.php?t=53065,50km,landslide,snowfall_snowmelt,medium,unknown,,,,India,Kashmir,7317.0,Rāmban,3.88578,75.2006,33.2537,2008-01-16,00:00:00,2008,1
allheadlinenews,http://www.allheadlinenews.com/articles/7009924273,10km,landslide,rain,medium,unknown,6.0,,,Pakistan,Balochistān,16930.0,Mach,18.87043,67.3833,29.7,2008-02-03,00:00:00,2008,2
dnaindia,http://www.dnaindia.com/india/report_j-and-k-highway-closed-for-traffic-for-second-day-due-to-landslides_1508148,5km,landslide,snowfall_snowmelt,medium,unknown,0.0,,,India,Kashmir,3278.0,Banihāl,9.75302,75.1827,33.3037,2011-02-13,00:00:00,2011,2
himachal.us,http://himachal.us/2010/09/22/heavy-rains-damage-roads-in-himachal-alert-sounded-in-kinnaur/22231/news/ravinder,25km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,40283.0,Solan,1.2991,77.0965,30.9035,2010-09-19,00:00:00,2010,9
dnaindia,http://www.dnaindia.com/india/report_j-and-k-highway-closed-for-traffic-for-second-day-due-to-landslides_1508148,5km,landslide,snowfall_snowmelt,medium,unknown,0.0,,,India,Kashmir,20553.0,Kishtwār,15.28833,75.8101,33.1804,2011-02-13,00:00:00,2011,2
Indian Express,http://indianexpress.com/article/india/india-news-india/jk-landslide-triggered-by-rain-kills-five/,25km,landslide,continuous_rain,medium,above_road,,,,,,,,,75.43929097,33.13296295,2016-03-17,00:00:00,2016,3
articles.timesofindia,http://articles.timesofindia.indiatimes.com/2011-03-07/india/28665223_1_manali-landslides-kullu-manali-traffic,25km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,2000.0,Nagar,4.50568,77.1586,32.0996,2011-03-05,00:00:00,2011,3
ibnlive.in.com,http://ibnlive.in.com/news/jammusrinagar-highway-reopens-after-two-days/414825-3-245.html,10km,landslide,downpour,medium,unknown,,,,India,Kashmir,80447.0,Udhampur,9.07726,75.1915,32.9913,2013-08-14,00:00:00,2013,8
articles.timesofindia,http://articles.timesofindia.indiatimes.com/2011-08-13/india/29883655_1_manali-leh-highway-heavy-snowfall-chandigarh-manali-national-highway,5km,landslide,downpour,medium,unknown,2.0,,,India,Himachal Pradesh,28217.0,Mandi,0.3434,76.9313,31.7077,2011-08-13,09:00:00,2011,8
Hindustan Times,http://www.hindustantimes.com/india-news/sinking-sliding-land-in-budgam-triggers-migration/article1-1332899.aspx,10km,landslide,continuous_rain,medium,unknown,0.0,0.0,,India,Kashmir,8036.0,Tsrār Sharīf,12.78009,74.6566,33.9344,2015-03-30,00:00:00,2015,3
articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-08-28/india/41536924_1_landslides-highway-road-connectivity,25km,landslide,downpour,medium,unknown,,,,India,Himachal Pradesh,1351.0,Banjār,11.68611,77.3737,31.5375,2013-08-21,00:00:00,2013,8
hindu,http://www.hindu.com/thehindu/holnus/002200806161042.htm,50km,landslide,rain,medium,unknown,,,,India,Kashmir,26893.0,Sāmba,2.91602,75.0944,32.5659,2008-06-15,00:00:00,2008,6
thaindian,http://www.thaindian.com/newsportal/uncategorized/landslides-hit-transportation-of-apple-crop-in-himachal-pradesh_10085625.html,25km,landslide,rain,medium,unknown,,,,India,Himachal Pradesh,173503.0,Shimla,0.79982,77.16,31.1,2008-08-17,00:00:00,2008,8
ANINEWS,http://www.aninews.in/videogallery9/29506-landslide-in-kashmir-disrupts-vehicular-movement-on-national-highway.html,25km,landslide,unknown,medium,above_road,0.0,0.0,,India,Kashmir,4209.0,Batoti,0.55771,75.3142,33.1206,2014-10-26,00:00:00,2014,10
Express Tribune,http://tribune.com.pk/story/792232/tragic-end-three-children-die-in-mudslide/,50km,other,unknown,medium,unknown,3.0,1.0,,Pakistan,Federally Administered Tribal Areas,0.0,Karbori,21.05266,71.3823,34.7982,2014-11-16,15:00:00,2014,11
Business Standard,http://www.business-standard.com/article/pti-stories/teenager-killed-as-landslide-hits-patan-in-kashmir-114041500884_1.html,5km,landslide,unknown,small,unknown,1.0,0.0,,India,Kashmir,77276.0,Bāramūla,0.88361,74.3524,34.209,2014-04-15,00:00:00,2014,4
thehindu,http://www.thehindu.com/news/states/other-states/article2335959.ece,1km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,4191.0,Theog,5.69636,77.3916,31.0766,2011-08-07,00:00:00,2011,8
Greater Kashmir,http://aboutkashmir.com/news/2015/Apr/4/weather-improves-but-highway-remains-closed-53.asp,1km,landslide,continuous_rain,medium,natural_slope,0.0,0.0,,India,Kashmir,77276.0,Bāramūla,13.47647,74.4016,34.0978,2015-04-03,15:00:00,2015,4
Presstv,http://www.presstv.ir/detail.aspx?id=534&sectionid=3510204,50km,landslide,rain,medium,unknown,8.0,,,Pakistan,Azad Kashmir,50000.0,Rāwala Kot,1.14371,73.7667,33.8667,2007-02-25,00:00:00,2007,2
greaterkashmir,http://www.greaterkashmir.com/news/2012/Feb/23/one-way-traffic-on-highway-today-72.asp,25km,landslide,downpour,medium,unknown,0.0,,,India,Kashmir,7317.0,Rāmban,0.50933,75.234,33.241,2012-02-22,00:00:00,2012,2
Pamir Times,https://twitter.com/pamirtimes/status/658592529915518976/photo/1?ref_src=twsrc%5Etfw,50km,landslide,earthquake,medium,natural_slope,0.0,0.0,,Pakistan,Gilgit-Baltistan,2100.0,Skārdu,2.29065,75.6271,35.2685,2015-10-26,00:00:00,2015,10
National Highway 21 at Gamraula near Bilaspur,http://timesofindia.indiatimes.com/city/shimla/Heavy-rains-trigger-landslides-in-Himachal/articleshow/48435684.cms,5km,landslide,downpour,medium,above_road,0.0,0.0,,India,Himachal Pradesh,14037.0,Bilaspur,0.90057,76.7622,31.3237,2015-08-11,00:00:00,2015,8
Indian Express,http://indianexpress.com/article/india/india-others/landslide-triggered-by-snowfall-affects-rail-and-air-routes-in-jk/,50km,landslide,snowfall_snowmelt,medium,above_road,0.0,0.0,,India,Kashmir,3278.0,Banihāl,9.13838,75.1969,33.3343,2015-03-22,23:00:00,2015,3
Scoop News,http://www.scoopnews.in/det.aspx?q=50036,5km,landslide,unknown,medium,unknown,0.0,0.0,,India,Kashmir,26893.0,Sāmba,14.82885,75.264,32.6173,2015-08-20,23:00:00,2015,8
Pakistan Observer,http://pakobserver.net/detailnews.asp?id=175266,25km,landslide,downpour,medium,unknown,,,,Pakistan,Balochistān,37787.0,Loralai,20.34474,68.4119,30.4581,2012-09-24,00:00:00,2012,9
dailyexcelsior,http://www.dailyexcelsior.com/web1/11june10/news.htm#2,5km,landslide,downpour,medium,unknown,1.0,,,India,Kashmir,4209.0,Batoti,5.13042,75.3278,33.1617,2011-06-09,00:00:00,2011,6
Express Tribune,http://tribune.com.pk/story/847160/roof-collapse-leaves-two-dead-in-kohat/,unknown,landslide,downpour,large,above_river,0.0,0.0,,Pakistan,Khyber Pakhtunkhwa,0.0,Chitral,44.11857,72.0903,36.1575,2015-03-03,00:00:00,2015,3
monstersandcritics,http://www.monstersandcritics.com/news/southasia/news/article_1532099.php/Rain-related-incidents-kill-11-in-Pakistan-Roundup,unknown,landslide,downpour,medium,unknown,2.0,,,Pakistan,Azad Kashmir,0.0,Bāgh,3.41667,73.7526,34.0049,2010-02-08,00:00:00,2010,2
dawn,http://www.dawn.com/2011/05/12/landslide-blocks-kkh.html,unknown,landslide,rain,medium,unknown,0.0,,,Pakistan,Gilgit-Baltistan,0.0,Chilas,13.5646,74.1937,35.3143,2011-05-11,15:00:00,2011,5
netindian.in,http://netindian.in/news/2011/02/13/00010944/minor-among-3-injured-landslides-en-route-vaishno-devi,5km,landslide,downpour,medium,unknown,0.0,,,India,Kashmir,9106.0,Katra,2.96443,74.9437,33.0165,2011-02-13,22:00:00,2011,2
The Northlines,http://thenorthlines.com/readMore.aspx?nid=38956,1km,landslide,continuous_rain,medium,urban,0.0,1.0,,India,Kashmir,77276.0,Bāramūla,1.73367,74.3279,34.2088,2015-04-07,00:00:00,2015,4
Gulfnews.com,http://archive.gulfnews.com/articles/07/03/23/10113087.html,50km,landslide,downpour,medium,unknown,10.0,,,India,Kashmir,14711.0,Kupwāra,9.48165,74.3313,33.9659,2007-03-23,00:00:00,2007,3
articles.timesofindia,http://articles.timesofindia.indiatimes.com/2011-02-26/india/28636559_1_tree-fall-landslides-manali,10km,rock_fall,continuous_rain,medium,unknown,0.0,,,India,Himachal Pradesh,8341.0,Manāli,2.63892,77.1784,32.2338,2011-02-25,00:00:00,2011,2
tribune.com.pk,http://tribune.com.pk/story/586129/unprepared-for-the-expected-landslides-block-karakoram-highway/,unknown,landslide,monsoon,medium,unknown,,,,Pakistan,Khyber Pakhtunkhwa,0.0,Dasu,24.56054,73.3361,35.5099,2013-08-03,09:00:00,2013,8
ANI News,http://www.aninews.in/videogallery8/27814-thousands-left-homeless-as-landslide-ravages-poonch-in-kashmir.html,5km,landslide,downpour,medium,unknown,13.0,0.0,,India,Kashmir,28197.0,Pūnch,13.97695,74.3723,33.5405,2014-09-06,00:00:00,2014,9
dawn,http://www.dawn.com/2008/05/26/top9.htm,50km,complex,downpour,medium,unknown,10.0,,,Pakistan,Khyber Pakhtunkhwa,279914.0,Mingora,10.67458,72.3183,34.8685,2008-05-24,00:00:00,2008,5
Pamir Times,https://twitter.com/pamirtimes/status/658598469402279936/photo/1?ref_src=twsrc%5Etfw,exact,landslide,earthquake,medium,above_river,1.0,0.0,,Pakistan,Gilgit-Baltistan,2005.0,Barishāl,1.15048,74.6712,36.3079,2015-10-26,00:00:00,2015,10
ibnlive.in.com,http://ibnlive.in.com/news/jammusrinagar-highway-reopens-after-two-days/414825-3-245.html,50km,landslide,downpour,medium,unknown,,,,India,Kashmir,7317.0,Rāmban,8.76802,75.1793,33.3018,2013-08-14,00:00:00,2013,8
thenews,http://www.thenews.com.pk/TodaysPrintDetail.aspx?ID=67946&Cat=2,10km,landslide,rain,medium,unknown,0.0,,,Pakistan,Punjab,236093.0,Dera Ghazi Khan,0.20639,70.6369,30.056,2011-09-16,00:00:00,2011,9
India TV,http://www.indiatvnews.com/news/india/landslide-blocks-doda-batote-highway-44016.html,5km,landslide,unknown,medium,above_road,0.0,0.0,,India,Kashmir,17748.0,Doda,9.4806,75.4481,33.1261,2014-11-06,18:00:00,2014,11
The News,http://www.thenews.com.pk/Todays-News-7-330986-Swat-admin-directed-to-prepare-contingency-plan,10km,landslide,monsoon,small,above_road,0.0,0.0,,Pakistan,Khyber Pakhtunkhwa,0.0,Batgrām,1.79767,73.0428,34.6758,2015-07-27,00:00:00,2015,7
Hindustan Times,http://www.hindustantimes.com/india-news/sinking-sliding-land-in-budgam-triggers-migration/article1-1332899.aspx,5km,landslide,continuous_rain,medium,unknown,0.0,0.0,,India,Kashmir,4690.0,Māgām,9.14912,74.5915,34.0096,2015-03-30,00:00:00,2015,3
2.timesdispatch,http://www2.timesdispatch.com/list/viewfinder-june-8-june-15/gallery/,25km,landslide,downpour,medium,unknown,4.0,,,India,Kashmir,17748.0,Doda,10.82659,75.4325,33.1289,2011-06-08,00:00:00,2011,6
Hindustan Times,http://www.hindustantimes.com/india-news/sinking-sliding-land-in-budgam-triggers-migration/article1-1332899.aspx,10km,landslide,continuous_rain,medium,above_road,0.0,0.0,,India,Kashmir,6755.0,Uri,1.39111,74.0357,34.0796,2015-03-23,00:00:00,2015,3
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/man-buried-alive-in-landslide-in-doda/986718.html,10km,landslide,unknown,medium,unknown,1.0,,,India,Kashmir,17748.0,Doda,0.33885,75.5488,33.1467,2012-04-16,00:00:00,2012,4
himachal.us,http://himachal.us/2010/09/22/heavy-rains-damage-roads-in-himachal-alert-sounded-in-kinnaur/22231/news/ravinder,5km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,5215.0,Kasauli,2.82492,76.9576,30.8741,2010-09-19,00:00:00,2010,9
Daily Excelsior,http://www.dailyexcelsior.com/12-yr-old-among-2-dead-1-injured-in-landslide-house-collapse-incidents-in-poonch/,25km,landslide,unknown,medium,above_road,1.0,1.0,,India,Kashmir,28197.0,Pūnch,17.93533,74.2525,33.6794,2015-09-03,00:00:00,2015,9
The Express Tribune,http://tribune.com.pk/story/690660/landslide-kkh-remains-blocked-for-third-consecutive-day/,50km,landslide,rain,small,above_road,0.0,0.0,,Afghanistan,Panjshir,65000.0,Bāzārak,3.70061,69.5546,35.3047,2014-03-31,15:00:00,2014,3
Rising Kashmir,http://www.risingkashmir.com/landslide-earth-sinking-in-bla/,1km,landslide,continuous_rain,small,unknown,0.0,0.0,,India,Kashmir,14965.0,Pattan,3.17259,74.5594,34.1327,2015-03-15,00:00:00,2015,3
mrnewsbreaker,http://www.mrnewsbreaker.com/monsoon-rain-in-gilgit-baltistan-causes-landslides-kkh-closure-and-casualies/,unknown,landslide,downpour,medium,unknown,0.0,,,Pakistan,Gilgit-Baltistan,0.0,Gākuch,33.62719,73.4245,36.3044,2010-08-20,00:00:00,2010,8
Greater Kashmir,http://www.greaterkashmir.com/news/2015/Mar/16/landslide-hits-pulwama-village-minor-dies-in-house-collapse-37.asp,1km,landslide,continuous_rain,small,unknown,1.0,1.0,,India,Kashmir,6807.0,Awantīpur,4.66935,74.9781,33.8911,2015-03-15,18:00:00,2015,3
alertnet,http://www.alertnet.org/thenews/fromthefield/222031/128136284695.htm,5km,landslide,downpour,large,unknown,0.0,,,India,Kashmir,37475.0,Leh,8.31461,77.5101,34.208,2010-08-06,00:30:00,2010,8
thaindian,http://www.thaindian.com/newsportal/enviornment/landslide-blocks-hindustan-tibet-road_10056629.html,25km,landslide,rain,medium,unknown,,,,India,Himachal Pradesh,1630.0,Seoni,7.79832,77.193,31.2077,2008-06-03,00:00:00,2008,6
The Times Of India India,http://timesofindia.indiatimes.com/india/Melting-snow-triggers-landslides-in-Kullu/articleshow/30256340.cms#http://timesofindia.indiatimes.com/india/Melting-snow-triggers-landslides-in-Kullu/articleshow/30256340.cms,10km,landslide,snowfall_snowmelt,large,unknown,0.0,0.0,,India,Himachal Pradesh,1351.0,Banjār,23.97283,77.4702,31.8246,2014-02-12,00:00:00,2014,2
India Express,http://indianexpress.com/article/india/india-news-india/four-people-including-5-year-old-killed-in-landslide-enroute-to-vaishnodevi-2957233/,5km,landslide,downpour,medium,above_road,5.0,8.0,,India,Kashmir,9106.0,Katra,0.16613,74.9455,33.0068,2016-08-05,00:00:00,2016,8
timesofindia.indiatimes,http://timesofindia.indiatimes.com/india/Seasons-1st-snowfall-at-Rohtang-Pass/articleshow/6550128.cms,10km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,8341.0,Manāli,7.2745,77.2195,32.3109,2010-09-13,23:00:00,2010,9
South Asian News Agency,http://www.sananews.net/english/2010/09/24/vehicles-shops-damaged-as-landslide-hits-highway/,25km,landslide,downpour,medium,above_road,,,,India,Kashmir,7317.0,Rāmban,0.1179,75.17707406,33.27140108,2010-09-23,00:00:00,2010,9
Greater Kashmir,http://www.greaterkashmir.com/news/front-page/landslides-block-kishtwar-highway/192670.html,10km,landslide,downpour,small,above_road,0.0,0.0,,India,Kashmir,20553.0,Kishtwār,4.75996,75.7702,33.2706,2015-07-27,00:00:00,2015,7
Hindustan Times,http://www.hindustantimes.com/india-news/sinking-sliding-land-in-budgam-triggers-migration/article1-1332899.aspx,25km,landslide,continuous_rain,large,unknown,0.0,0.0,,India,Kashmir,13565.0,Shupīyan,3.63502,74.7959,33.7099,2015-03-23,00:00:00,2015,3
Red Cross - Field reports,http://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2700,5km,landslide,downpour,medium,unknown,,,,Tajikistan,Gorno-Badakhshan,26000.0,Ishqoshim,0.31668,71.611,36.727,2007-04-05,00:00:00,2007,4
sakaaltimes,http://www.sakaaltimes.com/2008/12/20133639/JammuSrinagar-highway-blocked.html,25km,landslide,rain,medium,unknown,,,,India,Kashmir,7317.0,Rāmban,0.8301,75.247,33.245,2008-12-20,00:00:00,2008,12
google,http://www.google.com/hostednews/ap/article/ALeqM5jX0zDvbyG5NSZlU1PvwinvwJE7eA?docId=a41f7ba5737f4f31a3ab4551992cdcb8,10km,rock_fall,rain,medium,unknown,1.0,,,India,Kashmir,31978.0,Bandipura,27.2437,74.7362,34.6507,2012-03-19,23:00:00,2012,3
Times of India,http://timesofindia.indiatimes.com/city/jaipur/Thunderstorms-landslide-add-to-misery-in-inundated-Udaipur/articleshow/42217650.cms,1km,landslide,continuous_rain,medium,above_road,0.0,0.0,,India,Rajasthan,16557.0,Sālūmbar,35.35063,73.703,24.1965,2014-09-11,00:00:00,2014,9
IOL,http://www.int.iol.co.za/index.php?set_id=1&click_id=126&art_id=nw20070320185758654C186026,25km,landslide,rain,medium,unknown,40.0,,,Pakistan,Punjab,22551.0,Kahūta,10.21214,73.494,33.5708,2007-03-20,00:00:00,2007,3
74.125,http://74.125.45.104/search?q=cache:AMsNH_P-bwUJ:www.kashmirobserver.com/index.php?option=com_content&view=article&id=1590:landslide-buries-two-persons-32-cattle-&catid=50:localnews&Itemid=81+Two+persons+were+killed+after+they+were+hit,50km,landslide,downpour,medium,unknown,2.0,,,India,Kashmir,13565.0,Shupīyan,19.9238,74.6326,33.6549,2008-10-22,00:00:00,2008,10
United Nations Development Programme - Relief Web,http://www.reliefweb.int/rw/RWB.NSF/db900SID/EVOD-6ZPEZU?OpenDocument,50km,landslide,flooding,large,unknown,114.0,,,Afghanistan,Kabul,3043532.0,Kabul,0.83418,69.1696,34.5353,2007-03-28,00:00:00,2007,3
Pamir Times,http://pamirtimes.net/2015/10/26/earthquake-aftermath-8-killed-20-plus-injured-in-gilgit-baltistan/,unknown,rock_fall,earthquake,small,above_road,4.0,0.0,,Pakistan,Gilgit-Baltistan,0.0,Gākuch,16.5517,73.6075,36.2556,2015-10-26,00:00:00,2015,10
Tribune,http://tribune.com.pk/story/909876/heavy-downpour-school-damaged-by-landslide/,25km,landslide,downpour,medium,unknown,0.0,0.0,,Pakistan,Khyber Pakhtunkhwa,279914.0,Mingora,23.648,72.3661,34.9926,2015-06-24,00:00:00,2015,6
The Indian Express,http://archive.indianexpress.com/news/landslide-gridlocks-jammu-srinagar-highway/1069110/,5km,landslide,downpour,medium,above_road,,,,India,Kashmir,975857.0,Srinagar,3.24684,75.21320384,33.33280503,2008-02-03,00:00:00,2008,2
himachal.us,http://himachal.us/2010/09/23/efforts-to-evacuate-tourists-trapped-in-sangla-valley-fail/22265/people/ravinder,5km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,19831.0,Kulu,1.54361,77.1179,31.944,2010-09-20,00:00:00,2010,9
International Business Times,http://www.ibtimes.co.in/rain-triggers-flood-landslide-jk-11-killed-608288,50km,landslide,downpour,medium,unknown,5.0,0.0,,India,Kashmir,8101.0,Riāsi,4.91443,74.8288,33.1253,2014-09-03,00:00:00,2014,9
Indian Express,http://indianexpress.com/article/india/india-news-india/rains-throw-normal-life-out-of-gear-accidents-kill-4-persons-in-jammu-2960170/,10km,landslide,continuous_rain,medium,above_road,0.0,0.0,,India,Kashmir,8101.0,Riāsi,1.22612,74.839,33.0716,2016-08-07,00:00:00,2016,8
Rising Kashmir,http://www.risingkashmir.com/landslide-disrupts-traffic-on-srinagar-muzaffarabad-road/,5km,landslide,rain,small,above_road,0.0,0.0,,India,Kashmir,6755.0,Uri,1.47952,74.0241,34.0893,2014-05-12,00:00:00,2014,5
La Hora,http://lahora.com.ec/index.php/noticias/show/1101898628#.V3WORoQrKUk,unknown,landslide,earthquake,medium,unknown,1.0,5.0,,Pakistan,Gilgit-Baltistan,10414.0,Gilgit,24.47751,74.548,36.0282,2015-12-25,23:14:00,2015,12
sawfnews,http://www.sawfnews.com/Bollywood/65146.aspx,25km,landslide,downpour,medium,unknown,0.0,,,India,Himachal Pradesh,2000.0,Nagar,4.93818,77.1495,32.0987,2010-09-06,00:00:00,2010,9
State Times,http://news.statetimes.in/landslides-3-more-bodies-retrieved-toll-rises-to-20/,5km,landslide,continuous_rain,medium,unknown,4.0,0.0,,India,Kashmir,17748.0,Doda,0.47343,75.5469,33.1445,2015-04-03,00:00:00,2015,4
Tribune India,http://www.tribuneindia.com/news/himachal/landslide-buries-truck-under-debris-on-mandi-kullu-national-highway/274374.html,5km,landslide,rain,medium,above_road,0.0,2.0,,India,Himachal Pradesh,4351.0,Pāndoh,5.18312,77.1043,31.6865,2016-07-31,23:00:00,2016,7
Indian Express,http://www.indianexpress.com/news/two-dead-as-heavy-rains-cause-landslides-in/651713/,5km,landslide,downpour,medium,urban,0.0,3.0,,India,Himachal Pradesh,173503.0,Shimla,0.58978,77.1727,31.1054,2010-07-25,00:00:00,2010,7
The Earth Chronicles of Life,http://earth-chronicles.com/natural-catastrophe/mudflow-came-down-in-china.html,100km,mudslide,downpour,large,natural_slope,35.0,0.0,,China,Xinjiang Uyghur Autonomous Region,0.0,Yeyik,27.86061,76.6344,37.0791,2016-07-06,00:00:00,2016,7
webindia123,http://news.webindia123.com/news/Articles/India/20150806/2655649.html,50km,landslide,unknown,medium,unknown,0.0,4.0,,India,Kashmir,8101.0,Riāsi,6.07466,74.7756,33.1078,2015-08-06,00:00:00,2015,8
My Himachal,https://web.archive.org/web/20110903112918/http://himachal.us/2011/07/12/sinking-ridge-threatens-shimla-town-hall-tibetan-market/29120/tourism/baldev,1km,landslide,downpour,small,urban,,,,India,Himachal Pradesh,173503.0,Shimla,0.58675,77.17798485,31.10587659,2011-07-12,00:00:00,2011,7
GeoEngineer,http://www.geoengineer.org/news-center/news/item/1331-http-indianexpress-com-article-india-india-news-india-watch-massive-landslide-near-mandi-kiratpur-manali-national-highway-blocked,1km,rock_fall,unknown,medium,above_road,0.0,0.0,,India,Himachal Pradesh,4351.0,Pāndoh,6.53966,77.1209,31.6817,2015-12-07,00:00:00,2015,12
indianexpress,http://www.indianexpress.com/news/traffic-resumes-on-jk-highway-landslides-cleared/831056/,50km,landslide,downpour,medium,unknown,0.0,,,India,Kashmir,465567.0,Jammu,1.30909,74.8556,32.7327,2011-08-11,00:00:00,2011,8
tribune.com.pk,http://tribune.com.pk/story/586485/rain-washed-kkh-cleared-babusar-road-blocked-by-landslides/,25km,landslide,continuous_rain,medium,unknown,,,,Pakistan,Gilgit-Baltistan,0.0,Chilas,29.03595,74.0453,35.1544,2013-08-04,00:00:00,2013,8
Samaya,http://odishasamaya.com/news/mudslide-killed-3-people-jk,25km,mudslide,rain,medium,unknown,1.0,0.0,,India,Kashmir,28197.0,Pūnch,0.92326,74.1011,33.7732,2015-03-15,00:00:00,2015,3
Reuters,http://www.reuters.com/article/2015/10/26/pakistan-landslides-idUSL3N12Q29720151026,unknown,unknown,snowfall_snowmelt,medium,mine,1.0,20.0,,Pakistan,Khyber Pakhtunkhwa,0.0,Athmuqam,40.81444,73.8295,34.9354,2015-10-26,00:00:00,2015,10
Kashmir Observer.com,http://www.kashmirobserver.com/index.php?id=2992,25km,landslide,rain,medium,unknown,,,,India,Kashmir,7317.0,Rāmban,1.36072,75.2257,33.2451,2007-08-06,00:00:00,2007,8
